,User-ID,ISBN,Book-Rating
1852,277427,0836236688,10
1858,277427,0843947888,7
1880,277427,0890876517,10
1893,277427,0898157803,10
1919,277427,1400060265,10
1931,277427,1565075722,10
1965,277439,0316666343,7
1967,277439,0345452550,5
1969,277439,0399149821,7
1973,277439,0671027360,7
2029,277478,0312113420,7
2039,277478,0312979533,7
2095,277478,0440213320,7
2126,277478,0552142379,8
2165,277478,0752853694,10
2190,277478,1558745718,8
2253,277523,0312289723,10
2254,277523,0316603570,10
2255,277523,0316693200,10
2256,277523,0345452577,10
2257,277523,0345452593,10
2258,277523,0385336322,10
2260,277523,0385508042,10
2261,277523,0385510438,10
2262,277523,039915180X,10
2263,277523,0399151877,10
2264,277523,0440241537,10
2265,277523,0446530891,10
2266,277523,0446613843,10
2267,277523,0515133302,10
2271,277523,0553803409,10
2272,277523,0671886665,10
2273,277523,0684835983,10
2275,277523,0743206045,10
2278,277523,1558744150,10
2316,277562,0140043519,9
2387,277623,002542730X,5
2388,277623,0028604199,9
2392,277623,0786890436,4
2393,277623,1400031346,8
2394,277623,1400031354,8
2405,277629,0374184232,4
2407,277629,0380018179,8
2408,277629,0385472943,8
2409,277629,0399132414,9
2410,277629,0425116840,6
2411,277629,0440241073,8
2413,277629,0671000306,7
2414,277629,0671000314,8
2415,277629,0671026682,7
2417,277629,0671795740,9
2450,277639,034539657X,8
2499,277639,0380731851,6
2522,277639,0425142485,7
2523,277639,0425147363,8
2524,277639,042516098X,5
2537,277639,0440211727,8
2540,277639,0440214041,9
2546,277639,0440430712,7
2556,277639,0446794031,8
2578,277639,0451162145,8
2608,277639,0553297260,8
2617,277639,0553579754,7
2675,277639,0812543262,8
2765,277710,0061015725,4
2768,277710,0425192032,9
2769,277710,0446611638,5
2770,277710,0446613843,6
2771,277710,0451208765,10
2772,277710,0451210840,5
2776,277710,0553582763,6
2790,277711,0553282980,5
2791,277711,0671755056,10
2792,277711,0812967224,7
2794,277711,1573227889,10
2807,277711,3937793003,8
2828,277744,0061031550,8
2829,277744,0312421273,7
2831,277744,0345339681,3
2832,277744,0345377443,8
2835,277744,0440235162,5
2846,277744,0887307876,9
2847,277744,0929634063,10
2848,277744,1551660717,8
2952,277879,0671759361,8
2984,277901,0064440044,10
2990,277901,0446672211,7
2991,277901,0446675059,7
2992,277901,0452282152,8
3048,277928,0374266441,9
3053,277928,0385301499,8
3063,277928,0449908186,10
3076,277928,0679751602,10
3077,277928,0679764925,8
3078,277928,0679770151,10
3084,277928,0767915062,9
3086,277928,0804105820,9
3113,277929,0515129968,9
3114,277929,0553561537,9
3125,277937,0060934417,9
3128,277937,0316168815,7
3129,277937,0316785261,6
3130,277937,0345468694,6
3131,277937,0452283205,7
3132,277937,0452283868,6
3135,277937,0684848406,6
3137,277937,0743225325,6
3138,277937,0743237188,7
3148,277945,0312974256,6
3150,277945,0312983301,6
3155,277945,0446610550,7
3156,277945,0451203771,8
3159,277945,0515121843,7
3160,277945,051512317X,7
3161,277945,0515124214,7
3162,277945,0515134384,7
3163,277945,0515136263,7
3165,277945,0515136379,7
3166,277945,0515136530,7
3167,277945,0515137111,8
3213,277965,0316789089,5
3223,277965,0374190666,10
3225,277965,0385484518,10
3227,277965,0399141464,8
3228,277965,0399145087,7
3235,277965,0446526126,8
3237,277965,0486285537,9
3243,277965,0679457526,9
3244,277965,0679781587,9
3246,277965,0684874350,10
3249,277965,0743204735,9
3252,277965,0786866845,9
3254,277965,0786881852,7
3255,277965,0895261901,10
3285,277984,0345386108,10
3292,277984,0446611778,10
3382,278026,0061009059,8
3384,278026,0061031410,8
3386,278026,0061094129,8
3387,278026,0312983433,8
3388,278026,0345440064,8
3391,278026,0380731851,5
3392,278026,0380820889,8
3394,278026,038533558X,9
3400,278026,0446527041,8
3405,278026,0446612510,8
3406,278026,0449006522,8
3407,278026,0449219364,6
3408,278026,0449221512,5
3409,278026,0449227545,3
3411,278026,0451179897,6
3413,278026,0451202473,7
3414,278026,0451204301,8
3415,278026,0451206525,8
3416,278026,0515125490,8
3418,278026,0515130389,8
3419,278026,0515135968,8
3421,278026,0553582364,6
3422,278026,0671001795,8
3426,278026,0684810387,8
3428,278026,0743206045,7
3431,278026,0786889667,5
3437,278026,1551667517,7
3463,278054,0752837168,7
3546,278137,0060002492,7
3549,278137,0061057894,9
3564,278137,0345337662,7
3585,278137,0380600129,8
3591,278137,0425065553,8
3603,278137,0440940001,8
3610,278137,0446606812,7
3611,278137,0449209830,8
3616,278137,0515094978,8
3620,278137,0553287532,9
3627,278137,0670894508,4
3629,278137,0671434225,8
3631,278137,0671525808,9
3647,278137,0804106304,8
3662,278137,1556611536,9
3664,278137,1558744150,9
3665,278137,1558745017,8
3796,278188,0156005891,8
3817,278188,0373218192,7
3819,278188,0373244487,6
3831,278188,0373484003,7
3858,278188,0440122090,4
3861,278188,044022103X,8
3862,278188,0440223571,9
3863,278188,0440225701,9
3873,278188,0446603589,9
3888,278188,0515124621,8
3937,278188,0671644459,7
3938,278188,0671644475,5
3949,278188,0743410181,6
3953,278188,0778320286,8
3960,278188,080410946X,8
3976,278188,1551661586,6
3980,278188,1551665344,7
3989,278194,0020532105,10
3990,278194,0060926317,8
3991,278194,0060958014,7
3992,278194,0140280553,5
3993,278194,0156007819,3
3994,278194,0156011042,7
3995,278194,0345423135,9
3997,278194,0375705619,5
4001,278194,0385334923,7
4003,278194,0385498802,4
4005,278194,0440212723,9
4006,278194,0440241537,7
4007,278194,0451209907,5
4008,278194,0452284449,8
4009,278194,051512219X,4
4010,278194,0553582364,6
4011,278194,0671683993,8
4013,278194,0688177859,9
4015,278194,0802139256,6
4021,278202,0060198346,3
4022,278202,014025448X,2
4023,278202,0312252617,4
4027,278202,0385316925,3
4028,278202,0385319568,9
4029,278202,0385324057,3
4030,278202,0385334710,10
4031,278202,0385497466,3
4033,278202,0399148019,3
4034,278202,0446527017,1
4035,278202,0446527130,8
4041,278202,0671510126,10
4045,278202,0743206029,8
4061,278218,0060977493,7
4063,278218,0140039589,7
4067,278218,0349101779,10
4082,278221,0440216745,7
4084,278221,0446613436,7
4086,278221,0553582755,9
4088,278221,0671027123,8
4093,278221,0743460529,8
4098,278221,0804106304,9
4099,278221,0840776381,8
4107,278221,1556611536,9
4185,278314,0140309578,8
4186,278314,0385319959,7
4188,278314,0399146431,7
4190,278314,0440414121,8
4191,278314,0679445315,7
4194,278314,0691017840,4
4196,278314,1573221775,2
4244,278356,006091646X,9
4246,278356,0140167153,8
4251,278356,0312265859,7
4252,278356,0312965338,8
4253,278356,0374270325,9
4257,278356,0439064872,8
4258,278356,0439136369,10
4259,278356,0439139600,10
4260,278356,043935806X,10
4268,278356,0671016768,8
4274,278356,0786868414,9
4280,278356,0884270610,9
4299,278390,0375409440,8
4300,278390,0380730847,7
4301,278390,0385313667,7
4302,278390,0399147195,7
4303,278390,0425182908,4
4304,278390,0440236053,7
4306,278390,044661257X,8
4307,278390,0553569058,9
4309,278390,0671027360,7
4310,278390,0671683993,10
4314,278390,0688152449,7
4316,278390,080410753X,9
4953,278418,0312970234,7
5013,278418,0345352459,7
5022,278418,0345369335,7
5985,278418,0394800168,10
5990,278418,0394820371,8
6114,278418,0399134883,8
6155,278418,042513525X,5
6158,278418,0425140032,5
6181,278418,0425178102,7
6186,278418,042518630X,7
6309,278418,0440139791,10
6331,278418,0440184622,7
6349,278418,0440207622,7
6419,278418,0440479002,9
6643,278418,0451173392,6
6747,278418,0515130389,8
6749,278418,0515131229,8
6911,278418,0553297988,6
7523,278418,0671017128,5
7556,278418,0671502522,7
7674,278418,0671775715,6
8019,278418,0786862572,5
8383,278418,0886775981,5
8980,278535,0061094129,10
8994,278535,0425178765,8
8995,278535,0425182878,9
8998,278535,0440221595,7
9002,278535,0446605484,10
9003,278535,0446610038,10
9004,278535,0446611212,9
9005,278535,0449003787,9
9007,278535,0449219461,8
9008,278535,0553213180,6
9009,278535,0553269216,8
9060,278554,0060096195,9
9062,278554,0140293450,8
9063,278554,0152050167,10
9064,278554,0330375253,8
9065,278554,0345423097,10
9066,278554,0385730586,9
9073,278554,0752837613,9
9074,278554,1853260282,7
9130,278582,0312980140,7
9131,278582,0312983298,3
9132,278582,0312983867,7
9135,278582,0312990456,5
9136,278582,0312991460,6
9138,278582,0345350499,10
9139,278582,0345440064,8
9141,278582,0425163717,7
9143,278582,0425190927,7
9144,278582,0425191583,8
9147,278582,0441478123,10
9148,278582,0449003183,8
9151,278582,0449221512,8
9153,278582,0451202503,10
9157,278582,0515136557,8
9161,278582,0671001795,8
9162,278582,0671877445,8
9170,278582,1400034779,10
9197,278633,0060987561,10
9198,278633,0140244824,7
9199,278633,014028009X,2
9200,278633,0140296298,7
9202,278633,0142000205,7
9204,278633,0316096199,8
9205,278633,0316666343,9
9206,278633,0316899984,7
9210,278633,0375703063,7
9214,278633,0385512147,7
9219,278633,0425178900,8
9220,278633,0439324599,9
9222,278633,0440226430,9
9223,278633,0440514428,9
9226,278633,0446679593,8
9227,278633,0449907481,6
9228,278633,0451163524,5
9235,278633,0515131083,10
9240,278633,0553278355,8
9244,278633,0671028014,5
9246,278633,0671038184,8
9249,278633,0679425268,9
9253,278633,0684814994,10
9256,278633,0688162827,9
9257,278633,0688170528,8
9258,278633,0743225082,7
9266,278633,1882723007,8
9323,278668,8466307125,5
9324,278668,8497593197,5
9345,278694,0451410017,8
9347,278694,0515132039,6
9349,278694,074341022X,8
9350,278694,0743437802,9
9457,278843,0060173289,9
9458,278843,0060517794,7
9463,278843,014028009X,8
9465,278843,0142000205,9
9475,278843,0385260075,8
9477,278843,0399146431,9
9480,278843,0440211263,7
9485,278843,0553274503,8
9489,278843,059035342X,8
9495,278843,0679412956,8
9503,278843,0767902890,9
9504,278843,0786881852,8
9533,278851,0439050006,5
9536,278851,0440486599,5
9545,278851,0894803700,5
9548,278851,1558531025,8
9672,99,0312252617,8
9673,99,0312261594,8
9677,99,0446677450,10
9678,99,0451166892,3
9690,114,0446608653,9
9691,114,0446612545,9
9692,114,0446612618,8
9693,114,0451208080,8
9694,114,0553584383,9
9695,114,0671027360,10
9914,242,0553278223,10
9921,242,3257208626,8
9931,242,3257233051,9
9941,242,3492045642,8
9955,243,0060915544,10
9956,243,0060977493,7
9962,243,0316601950,9
9966,243,0316776963,9
9967,243,0316899984,7
9976,243,0375400117,10
9989,243,0385720106,7
9994,243,0425163407,9
10001,243,044023722X,7
10005,243,0446364800,9
10009,243,0446606383,6
10012,243,0449006522,6
10021,243,0553580388,8
10030,243,0786863986,5
10035,243,155874262X,5
10036,244,0060977493,7
10037,244,0060987103,8
10038,244,0151008116,9
10040,244,0525947647,9
10041,244,0804111359,8
10042,244,155874262X,6
10043,244,1558744150,6
10057,254,0060934700,9
10059,254,0060976977,7
10071,254,0064471047,7
10073,254,0066238501,5
10084,254,0142001740,9
10132,254,0373226144,5
10181,254,037582345X,9
10184,254,0380730448,8
10186,254,0380789035,10
10189,254,0380973634,10
10190,254,0380973650,9
10202,254,0399146431,9
10208,254,0439064864,9
10209,254,0439064872,9
10210,254,0439136350,9
10211,254,0439136369,9
10212,254,0439139597,9
10243,254,0451167317,8
10248,254,0451409256,7
10251,254,0451524934,9
10253,254,0451526341,8
10270,254,0553280325,8
10279,254,0590353403,9
10284,254,0618002219,9
10285,254,0618002227,8
10290,254,0671021001,7
10305,254,0679781587,8
10306,254,0679879242,8
10349,254,1563895730,9
10382,300,0312963009,5
10385,300,0380728729,5
10390,300,0812541642,5
10436,383,0380815923,10
10437,383,0385416342,10
10445,383,0517577402,10
10452,383,0743411269,5
10483,388,0060973897,8
10484,388,0060976845,3
10485,388,006101351X,6
10492,388,0449002632,7
10494,388,0452279690,10
10495,388,0553569058,10
10503,388,1573225126,5
10505,388,1878424319,7
10648,446,0060925000,8
10649,446,0060932759,8
10650,446,0061000280,10
10657,446,039914739X,3
10661,446,0486281965,10
10667,446,081296666X,5
10748,503,0140179836,10
10751,503,0345348656,8
10756,503,0385496095,10
10759,503,0439099404,10
10760,503,0440241006,10
10763,503,0515131679,8
10766,503,068484267X,10
10773,503,1558743669,10
10776,505,006017143X,9
10778,505,0345313860,7
10781,505,0385306032,8
10783,505,042517736X,7
10787,505,0671868713,8
10789,505,0805056491,9
10792,507,0020427859,9
10794,507,0060558865,8
10801,507,0140230165,7
10803,507,0142001740,10
10813,507,0312986769,9
10819,507,0345369068,8
10847,507,0451184718,9
10856,507,0553564528,7
10859,507,0553575538,7
10860,507,0553576801,7
10862,507,055357695X,7
10867,507,0553583441,7
10868,507,0553583468,7
10880,507,0679893105,9
10885,507,0689710879,10
10886,507,0689710887,10
10887,507,0689710895,10
10888,507,0689711522,10
10890,507,0743260244,10
10896,507,0767912918,7
10904,507,0812533534,10
10910,507,0821772953,8
11006,625,2253007102,10
11009,625,2266084372,8
11071,638,0060191929,9
11076,638,0151001006,10
11077,638,0316603287,9
11078,638,0316666343,10
11079,638,0316693006,10
11080,638,0316693200,9
11081,638,0316769487,10
11082,638,0316776963,10
11083,638,0316779423,10
11084,638,0316779490,9
11085,638,0316789089,10
11086,638,0316969443,10
11087,638,0345339711,10
11093,638,0385420161,9
11094,638,0385470819,9
11096,638,0385504209,10
11097,638,0385505833,10
11099,638,0394574745,8
11103,638,0399148582,9
11104,638,0425184129,9
11106,638,0446523569,10
11107,638,0446525502,9
11108,638,0446525537,9
11109,638,0446527793,10
11110,638,0446531332,10
11116,638,0609605925,8
11117,638,0609606727,8
11119,638,0670892963,7
11120,638,0671042556,9
11123,638,0679442790,10
11127,638,0679732241,9
11128,638,0679746048,7
11133,638,0684874318,10
11134,638,0688180639,9
11136,638,0743230051,9
11137,638,0743406176,10
11140,638,1558747028,10
11141,638,1558747346,8
11142,638,1570717257,9
11152,643,0061092606,8
11157,643,0140366660,9
11160,643,0140622063,8
11162,643,0261102214,9
11169,643,0552137030,8
11170,643,0552546933,9
11174,643,0671894455,7
11175,643,0743222229,8
11179,643,0749391308,8
11180,643,0749396067,8
11196,643,1853260002,2
11218,643,2253049417,9
11220,643,2253063339,10
11221,643,2253140872,8
11244,651,0060934719,8
11249,651,0345370740,7
11251,651,0345403339,7
11258,651,0425142485,6
11271,651,0679801146,4
11272,651,0786886463,7
11273,651,0786889160,7
11282,651,1563899388,6
11311,709,0064405052,9
11314,709,015216250X,10
11316,709,0316666343,3
11318,709,0345391802,7
11326,709,0440219078,10
11330,709,0590897985,9
11390,735,038533334X,4
11393,735,0440222818,7
11395,735,0440224829,9
11397,735,044661162X,9
11400,735,0451185277,8
11404,735,0515134368,9
11550,805,0060256672,10
11551,805,0060928336,7
11555,805,0140070206,9
11556,805,0140077022,10
11557,805,014016930X,10
11559,805,0140253602,4
11561,805,0156027321,9
11564,805,0316777730,7
11567,805,0375501851,8
11569,805,038001503X,10
11573,805,039592720X,9
11574,805,0440215625,8
11575,805,0452282152,8
11577,805,0553268449,8
11580,805,0671003755,8
11582,805,0679732764,10
11584,805,0684844729,8
11590,805,0877733759,10
11619,834,0141001771,5
11620,834,0373250177,2
11621,834,0449005569,3
11623,834,0671027344,7
11626,834,0786884622,3
11628,834,1558747346,5
11644,850,0671578103,6
11715,882,0020418809,10
11722,882,0064401847,10
11723,882,0064402967,5
11740,882,0373218400,5
11741,882,0373484224,7
11746,882,0380018179,10
11752,882,0385504209,10
11757,882,0425179672,10
11764,882,0440235162,10
11782,882,0515134368,6
11783,882,0515135062,6
11785,882,0517556278,8
11787,882,0553205587,9
11792,882,0553250426,10
11797,882,0553272586,5
11799,882,0553280589,10
11805,882,0553572997,10
11808,882,0618260307,10
11811,882,067101420X,4
11818,882,0679429220,9
11820,882,067976402X,10
11821,882,0679781587,10
11827,882,0743457943,5
11862,900,0060928336,9
11870,900,0449212084,5
11873,900,0553572490,6
11876,901,000649840X,9
11880,901,0099771519,9
11903,901,0785268480,10
11955,929,0312140940,8
11958,929,0345285549,5
11962,929,0345307674,5
11969,929,0385314744,7
11974,929,0439404371,8
11977,929,0440224624,6
11982,929,0451169530,6
11987,929,0553234811,6
11990,929,0553296981,10
11993,929,0671461494,8
11994,929,0671617028,8
11999,929,0679741011,5
12004,929,0894803700,8
12092,1025,0060562080,8
12093,1025,0060928336,5
12103,1025,0142000663,10
12106,1025,0330258648,10
12110,1025,0330306839,8
12112,1025,0380012863,8
12114,1025,0394404289,9
12122,1025,0552124753,10
12123,1025,0552996009,9
12124,1025,0552998001,9
12125,1025,0552999504,8
12138,1025,068484267X,9
12143,1025,0743225082,8
12149,1025,0749397543,8
12185,1063,0345387007,5
12190,1063,0671880187,5
12198,1075,0142001740,10
12199,1075,0316666343,7
12200,1075,0375726403,7
12201,1075,0385504209,7
12203,1075,0553377868,9
12204,1075,0609608444,10
12206,1075,0767902521,9
12208,1075,1400034779,5
12264,1129,0064407667,4
12265,1129,014025448X,7
12268,1129,0385472951,6
12269,1129,0385493800,6
12270,1129,0553377876,3
12278,1131,0060934417,8
12279,1131,0060976845,7
12280,1131,0061093092,8
12281,1131,0061098361,7
12282,1131,0070212570,7
12286,1131,0312243022,8
12287,1131,0312983824,6
12290,1131,0345370805,7
12293,1131,0375703055,7
12296,1131,0385480016,9
12299,1131,0394758285,7
12300,1131,0440214424,8
12303,1131,0446672211,7
12304,1131,0446673544,5
12306,1131,0449149676,7
12308,1131,0451187903,7
12315,1131,0671004565,6
12317,1131,0671793489,7
12318,1131,0679761837,7
12319,1131,0679772677,7
12321,1131,0743418174,7
12336,1155,0373250223,8
12343,1155,0380814021,6
12344,1155,0380817683,10
12348,1155,0451409256,9
12350,1155,0671032658,9
12351,1155,0671689231,7
12363,1167,0060929596,10
12371,1167,038533656X,5
12372,1167,0440217520,5
12373,1167,0440224675,8
12378,1167,0679450548,7
12379,1167,0743230213,7
12380,1167,0802135196,9
12430,1211,0006513204,7
12432,1211,0099771519,9
12434,1211,0140621725,8
12437,1211,0330367358,8
12440,1211,0385504209,9
12448,1211,0752853694,8
12461,1211,2070360024,8
12467,1211,2070375161,7
12469,1211,2070415686,8
12481,1211,2253005274,8
12491,1211,2266022504,8
12494,1211,226612269X,7
12534,1248,0345367898,10
12539,1248,0449912558,10
12541,1248,0553580272,10
12707,1412,0156027321,9
12708,1412,0345416260,9
12709,1412,0345433084,6
12710,1412,0385486804,9
12711,1412,0385494785,9
12712,1412,0385512104,9
12728,1424,0060512822,7
12730,1424,0060930535,7
12732,1424,0061015725,8
12734,1424,0061056871,6
12735,1424,0061097314,5
12739,1424,0099771519,8
12745,1424,0140255087,10
12747,1424,0142001430,7
12749,1424,0151002290,6
12752,1424,0156001314,8
12756,1424,031215125X,7
12757,1424,0312420366,8
12759,1424,0316291161,8
12772,1424,0380603764,6
12777,1424,0385720106,7
12779,1424,039914255X,7
12794,1424,0553295071,6
12803,1424,0671646575,8
12804,1424,0671776134,8
12818,1424,0743418735,7
12819,1424,0743431014,7
12828,1424,0767902521,8
12834,1424,0804106304,6
12866,1435,0060915544,10
12868,1435,0060977477,5
12878,1435,0345378490,5
12880,1435,0345387651,5
12882,1435,0345410998,10
12885,1435,0375505547,7
12887,1435,0380728249,10
12896,1435,0399133143,5
12911,1435,0446611239,10
12912,1435,0446672211,8
12916,1435,0451183665,7
12919,1435,0451208765,4
12924,1435,0517149257,10
12925,1435,0517573822,10
12935,1435,0671024248,4
12945,1435,068484267X,8
12946,1435,0684848783,5
12947,1435,0684855631,9
12957,1435,080410753X,10
12973,1435,0971880107,5
12975,1435,155874262X,10
12979,1435,1573221775,4
13084,1548,0312243022,8
13086,1548,034540288X,5
13087,1548,0345425707,8
13088,1548,0345434692,7
13093,1548,0425167313,8
13094,1548,0451821971,7
13096,1548,0452282152,8
13097,1548,0553131893,8
13098,1548,0553234609,9
13099,1548,0553258540,9
13101,1548,0765342294,8
13135,1585,0316182540,7
13137,1585,0345413903,7
13139,1585,0446604658,6
13140,1585,0446611611,6
13141,1585,0449212602,8
13144,1585,0553282476,7
13145,1585,0553299506,7
13147,1585,0684867621,4
13203,1660,0312983654,6
13204,1660,0345454073,3
13206,1660,0553561618,6
13207,1660,0553582747,5
13210,1660,0671034022,6
13212,1660,089480829X,7
13233,1674,0060187271,10
13238,1674,0060975547,9
13249,1674,0345384466,7
13251,1674,0345416880,7
13253,1674,0375725784,10
13256,1674,0385483503,10
13257,1674,038548951X,10
13258,1674,0385497288,10
13259,1674,0393312801,10
13266,1674,0449912558,5
13270,1674,0553380958,10
13273,1674,0618129030,8
13283,1674,0812505166,10
13349,1733,0061042005,9
13356,1733,0312983824,5
13357,1733,0316089699,5
13360,1733,0345447840,10
13372,1733,0373218400,9
13378,1733,0373240228,10
13379,1733,0373242328,6
13424,1733,0380775840,9
13430,1733,0425181111,7
13431,1733,0440168724,9
13436,1733,0446357405,7
13439,1733,0446364762,5
13440,1733,0446527130,7
13443,1733,0446603082,8
13454,1733,0515118230,8
13457,1733,051513287X,9
13461,1733,0553285947,7
13463,1733,0553562746,7
13465,1733,0553574078,8
13468,1733,059035342X,10
13469,1733,0671007696,9
13480,1733,0743412621,8
13496,1733,0971880107,1
13497,1733,1551664348,7
13500,1733,1551665794,7
13503,1733,1551669404,6
13562,1805,0060936363,7
13563,1805,0312195516,9
13564,1805,0312281250,7
13566,1805,038082101X,7
13569,1805,843760494X,8
13612,1848,0061030651,5
13615,1848,0156027321,10
13620,1848,0345342968,10
13622,1848,0345348109,9
13624,1848,0345378482,8
13627,1848,0345417623,8
13630,1848,0345443683,9
13642,1848,0451169530,5
13654,1848,0684818868,10
13656,1848,0762406984,10
13660,1848,0786868716,10
13662,1848,0812511816,10
13663,1848,0812513738,8
13666,1848,0812550706,8
13751,1903,0316777730,10
13756,1903,0345333152,10
13762,1903,0345409469,10
13773,1903,0385722192,2
13788,1903,044022330X,6
13813,1903,0679430946,10
13820,1903,068815252X,3
13835,1903,078686351X,6
13844,1903,0812550706,10
13990,2010,0380796090,6
13992,2010,0440221420,5
13994,2010,0446604666,10
13996,2010,0451197879,8
14000,2010,0684836491,5
14001,2010,0684859262,8
14003,2010,0688156126,9
14012,2012,0316154067,9
14014,2012,0345353145,8
14016,2012,0413588106,10
14020,2012,0449221482,8
14023,2012,0553279912,10
14024,2012,0553348973,5
14028,2012,0670892963,2
14029,2012,0671023616,8
14064,2030,0060191988,10
14066,2030,0062502174,10
14069,2030,0062509594,10
14070,2030,006251279X,10
14071,2030,0062513346,10
14073,2030,0140298479,10
14075,2030,0345453549,8
14077,2030,0385315287,10
14079,2030,0394404289,10
14080,2030,0425133656,10
14081,2030,0440108268,10
14082,2030,0440204321,10
14083,2030,044020562X,10
14087,2030,0525945040,10
14109,2030,1561706213,10
14120,2033,0060248025,10
14122,2033,0060256737,10
14130,2033,0099428385,8
14133,2033,0140386645,8
14134,2033,0142000663,10
14144,2033,0316779059,10
14145,2033,0345337662,5
14149,2033,0380775123,10
14154,2033,0399523308,6
14155,2033,0439064864,9
14156,2033,0439136350,9
14157,2033,0439139597,9
14158,2033,043935806X,9
14166,2033,0451456718,10
14168,2033,0451456734,10
14170,2033,0451458028,10
14171,2033,0451458508,10
14172,2033,0451458990,10
14182,2033,051513628X,6
14192,2033,0553573136,8
14193,2033,0590353403,9
14201,2033,0671524313,6
14209,2033,0688149790,8
14224,2033,0765342987,10
14225,2033,0765345048,10
14228,2033,0786880007,8
14242,2033,0812532597,8
14244,2033,0812532635,8
14247,2033,0812533313,10
14248,2033,0812533550,10
14253,2033,0812575717,10
14255,2033,0836204387,10
14256,2033,0836218256,9
14257,2033,0836218787,10
14258,2033,0836220889,10
14259,2033,0836221362,10
14266,2033,0886773776,10
14267,2033,0886773784,10
14268,2033,0886774004,10
